0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.23062499,0.25057337,0.24553134,0.23779516,0.24635193,0.24414137,0.23101176,0.24125138,0.24267933,0.23701654,0.2329257,0.23618768,0.24355014,0.20490207,0.269558,0.23332241
0.29850593,0.24118164,0.32929897,0.28152892,0.29452792,0.2633552,0.31616658,0.26644456,0.23586862,0.26640815,0.25787872,0.3156511,0.31182733,0.20122519,0.27072373,0.28849038
0.2201476,0.24511264,0.24408579,0.27646932,0.24149707,0.26295966,0.21906008,0.20986688,0.18718256,0.21628329,0.19402692,0.19643155,0.22703245,0.22765389,0.24531381,0.19831969
0.12876621,0.13761418,0.115671754,0.12096923,0.10240034,0.14271417,0.11133476,0.12344957,0.14094114,0.117285684,0.12657318,0.13964728,0.11990823,0.120235555,0.13830866,0.1230833
0.3282131,0.36022985,0.3292277,0.24264994,0.3089162,0.28473997,0.26123282,0.32847804,0.306904,0.26178816,0.25196978,0.25797266,0.26551396,0.27939355,0.2574901,0.28457594
0.2099326,0.22471945,0.21259198,0.21392445,0.21668671,0.19755678,0.19321015,0.20752141,0.18587449,0.21967739,0.20828456,0.21237554,0.22090058,0.1951859,0.2247909,0.21221773
0.23607647,0.22764766,0.23989323,0.24117714,0.2539076,0.22455807,0.21965504,0.23204,0.2308361,0.23606728,0.22639564,0.22689448,0.23831415,0.2100844,0.24788015,0.23521176
0.2737805,0.28932697,0.27362737,0.26390618,0.277545,0.25700322,0.25315815,0.2744405,0.23971002,0.27387518,0.24802563,0.26529744,0.26870957,0.24074426,0.28521672,0.2676983
0.29363692,0.34643728,0.35850707,0.31490213,0.34625822,0.30923945,0.30289555,0.24248195,0.3323144,0.2593984,0.30897713,0.27678815,0.3491731,0.29630214,0.31971556,0.30399364
0.24972798,0.24826185,0.24470498,0.25094616,0.26063263,0.23432213,0.22944476,0.24873675,0.21486688,0.24171461,0.23688263,0.24011394,0.2512867,0.20685609,0.26727942,0.24346067
0.24980204,0.25243902,0.24390249,0.23907022,0.25983304,0.2388711,0.23114166,0.24488233,0.2536472,0.25905454,0.23766479,0.24758899,0.26122817,0.22744909,0.27486107,0.24250144
0.27565706,0.27130234,0.2679726,0.28089496,0.26148403,0.26406994,0.24957274,0.25529024,0.24228387,0.27463394,0.2618643,0.27930823,0.28159133,0.22708194,0.2855728,0.2561674
